name,unit,amount,category,source_external_id,is_canonical,calories,fat,protein,carbs,fiber,sugar,sodium,calcium,iron,magnesium,potassium,phosphorus,cholesterol,trans_fat,saturated_fat,water,omega3,omega6,zinc,vitamin_c,glycemic_load,kcal_per_g,burn_run_10kph_min_per_g,burn_walk_7kph_min_per_g,burn_cycle_15kph_min_per_g,burn_swim_crawl_min_per_g,burn_hike_min_per_g,burn_aerobics_min_per_g,nutrient_source,nutrient_source_ref,nutrient_match_score,data_quality_status,data_quality_flags
شیر کاکائو,فنجان,1,نوشیدنی,,false,207.5,8.5,8,25.75,2,,,,,,,,,,,,,,,,,1.729167,0.144037,0.266333,0.243373,0.170068,0.201652,0.207583,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیر کاکائو,گرم,100,نوشیدنی,,true,83,3.4,3.2,10.1,0.8,10,,,,,,,,,,,,,,,,0.83,0.069138,0.12784,0.116819,0.081633,0.096793,0.09964,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیر کاکائو بدون شکر,لیوان,1,نوشیدنی,,false,136.64,3.66,8.78,18.54,0,,,,,,,,,,,,,,,,,0.569333,0.047425,0.087691,0.080131,0.055995,0.066395,0.068347,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیر کاکائو بدون شکر,گرم,100,نوشیدنی,,true,56,1.5,3.6,7.6,0,,,,,,,,,,,,,,,,,0.56,0.046647,0.086253,0.078818,0.055077,0.065306,0.067227,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیر کاکائو کم چرب,گرم,100,لبنیات,70010,true,76,1.9,3,12,0.7,10,44,125,0.0421,10.9973,150,95,,,,89.92,0.004,0.03,0.42,0,19.6,0.76,0.063307,0.117058,0.106967,0.074748,0.08863,0.091236,merged,FoodID:70010|شیر کم‌چرب Milk,0.9,verified,
شیر کم چرب,لیتر (1030 گرم),1,لبنیات,70010,false,432.6,10.3,35.02,49.44,11.9665,49.44,453.2,1287.5,0.4333,113.2722,1545,978.5,,,,926.176,0.0412,0.309,4.326,0,19.6,0.42,0.034985,0.06469,0.059113,0.041308,0.04898,0.05042,merged,FoodID:70010|شیر کم‌چرب Milk,1,verified,
شیر کم چرب,میلی‌لیتر (1.03 گرم),1,لبنیات,70010,false,0.43,0.01,0.04,0.05,0.012,0.05,0.4532,1.2875,0.0004,0.1133,1.545,0.9785,,,,0.9262,0,0.0003,0.0043,0,19.6,0.417476,0.034775,0.064301,0.058758,0.04106,0.048685,0.050117,merged,FoodID:70010|شیر کم‌چرب Milk,1,verified,
شیر کم چرب,پیمانه (245 گرم),1,لبنیات,70010,false,102.9,2.45,8.33,11.76,2.8464,11.76,107.8,306.25,0.1031,26.9434,367.5,232.75,,,,220.304,0.0098,0.0735,1.029,0,19.6,0.42,0.034985,0.06469,0.059113,0.041308,0.04898,0.05042,merged,FoodID:70010|شیر کم‌چرب Milk,1,verified,
شیر کم چرب,گرم,100,لبنیات,70010,true,42,1,3.4,4.8,1.1618,4.8,44,125,0.0421,10.9973,150,95,,,,89.92,0.004,0.03,0.42,0,19.6,0.42,0.034985,0.06469,0.059113,0.041308,0.04898,0.05042,merged,FoodID:70010|شیر کم‌چرب Milk,1,verified,
شیر کم چرب بدون لاکتوز,قاشق غذاخوری (15 گرم),1,لبنیات,70010,false,6.3,0.15,0.51,0.72,0.1743,0.72,6.6,18.75,0.0063,1.6496,22.5,14.25,,,,13.488,0.0006,0.0045,0.063,0,19.6,0.42,0.034985,0.06469,0.059113,0.041308,0.04898,0.05042,merged,FoodID:70010|شیر کم‌چرب Milk,0.9,verified,
شیر کم چرب بدون لاکتوز,قاشق چای‌خوری (5 گرم),1,لبنیات,70010,false,2.1,0.05,0.17,0.24,0.0581,0.24,2.2,6.25,0.0021,0.5499,7.5,4.75,,,,4.496,0.0002,0.0015,0.021,0,19.6,0.42,0.034985,0.06469,0.059113,0.041308,0.04898,0.05042,merged,FoodID:70010|شیر کم‌چرب Milk,0.9,verified,
شیر کم چرب بدون لاکتوز,لیتر (1030 گرم),1,لبنیات,70010,false,432.6,10.3,35.02,49.44,11.9665,49.44,453.2,1287.5,0.4333,113.2722,1545,978.5,,,,926.176,0.0412,0.309,4.326,0,19.6,0.42,0.034985,0.06469,0.059113,0.041308,0.04898,0.05042,merged,FoodID:70010|شیر کم‌چرب Milk,0.9,verified,
شیر کم چرب بدون لاکتوز,لیوان,1,لبنیات,70010,false,86.4,6.72,2.4,4.8,0,,105.6,300,0.101,26.3935,360,228,,,,215.808,0.0096,0.072,1.008,0,19.6,0.36,0.029988,0.055449,0.050669,0.035407,0.041983,0.043217,merged,FoodID:70010|شیر کم‌چرب Milk,0.9,verified,
شیر کم چرب بدون لاکتوز,لیوان (240 گرم),1,لبنیات,70010,false,100.8,2.4,8.16,11.52,2.7883,11.52,105.6,300,0.101,26.3935,360,228,,,,215.808,0.0096,0.072,1.008,0,19.6,0.42,0.034985,0.06469,0.059113,0.041308,0.04898,0.05042,merged,FoodID:70010|شیر کم‌چرب Milk,0.9,verified,
شیر کم چرب بدون لاکتوز,میلی‌لیتر (1.03 گرم),1,لبنیات,70010,false,0.43,0.01,0.04,0.05,0.012,0.05,0.4532,1.2875,0.0004,0.1133,1.545,0.9785,,,,0.9262,0,0.0003,0.0043,0,19.6,0.417476,0.034775,0.064301,0.058758,0.04106,0.048685,0.050117,merged,FoodID:70010|شیر کم‌چرب Milk,0.9,verified,
شیر کم چرب بدون لاکتوز,گرم,100,لبنیات,70010,true,40,1.6,2.6,3.87,0,3.87,44,125,0.0421,10.9973,150,95,,,,89.92,0.004,0.03,0.42,0,19.6,0.4,0.033319,0.06161,0.056298,0.039341,0.046647,0.048019,merged,FoodID:70010|شیر کم‌چرب Milk,0.9,verified,
شیر گاو,فنجان,1,لبنیات,,false,161.04,9.03,9.03,11.96,0,,,,,,,,,,,,,,,,,1.342,0.111787,0.2067,0.188881,0.131989,0.156501,0.161104,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیر گاو,گرم,100,لبنیات,,true,66,3.7,3.7,4.9,0,,,,,,,,,,,,,,,,,0.66,0.054977,0.101656,0.092892,0.064913,0.076968,0.079232,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیر گوسفند,فنجان,1,لبنیات,70070,false,264.6,17.15,14.7,13.23,0,,52.8,231.6,0.1275,21.5741,164.4,189.6,,,,96.84,0.1524,0.2172,0.648,5.04,25.4,2.205,0.183673,0.339623,0.310345,0.216867,0.257143,0.264706,merged,FoodID:70070|شیر گوسفند Milk,1,verified,
شیر گوسفند,گرم,100,لبنیات,70070,true,108,7,6,5.2,0,5,44,193,0.1063,17.9784,137,158,,,,80.7,0.127,0.181,0.54,4.2,25.4,1.08,0.089963,0.166346,0.152006,0.106221,0.125948,0.129652,merged,FoodID:70070|شیر گوسفند Milk,1,verified,
شیره (آب) نارگیل,قاشق غذاخوری,1,مربا و عسل,,false,2.85,0,0,0.69,0.06,,,,,,,,,,,,,,,,,0.19,0.015827,0.029265,0.026742,0.018687,0.022157,0.022809,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیره (آب) نارگیل,لیوان,1,مربا و عسل,,false,45.6,0,0,11.04,0.96,,,,,,,,,,,,,,,,,0.19,0.015827,0.029265,0.026742,0.018687,0.022157,0.022809,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیره (آب) نارگیل,گرم,100,مربا و عسل,,true,19,0,0,4.6,0.4,,,,,,,,,,,,,,,,,0.19,0.015827,0.029265,0.026742,0.018687,0.022157,0.022809,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیره انگور,استکان (110 گرم),1,مربا و عسل,,false,334.4,0.11,1.43,82.5,,77,,,,,,,,,,,,,,,,3.04,0.253228,0.468233,0.427868,0.298992,0.354519,0.364946,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیره انگور,قاشق غذاخوری,1,مربا و عسل,,false,50,0.02,0.08,3,0.04,,,,,,,,,,,,,,,,,3.333333,0.277662,0.513413,0.469153,0.327842,0.388727,0.40016,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیره انگور,قاشق غذاخوری (21 گرم),1,مربا و عسل,,false,63.84,0.02,0.27,15.75,,14.7,,,,,,,,,,,,,,,,3.04,0.253228,0.468233,0.427868,0.298992,0.354519,0.364946,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیره انگور,قاشق چای‌خوری (7 گرم),1,مربا و عسل,,false,21.28,0.01,0.09,5.25,,4.9,,,,,,,,,,,,,,,,3.04,0.253228,0.468233,0.427868,0.298992,0.354519,0.364946,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیره انگور,لیوان,1,مربا و عسل,,false,632.5,0.25,1.01,37.95,0.51,,,,,,,,,,,,,,,,,2.635417,0.219527,0.405917,0.370924,0.2592,0.307337,0.316377,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیره انگور,لیوان (220 گرم),1,مربا و عسل,,false,668.8,0.22,2.86,165,,154,,,,,,,,,,,,,,,,3.04,0.253228,0.468233,0.427868,0.298992,0.354519,0.364946,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیره انگور,میلی‌لیتر (1.35 گرم),1,مربا و عسل,,false,4.1,0,0.02,1.01,,0.94,,,,,,,,,,,,,,,,3.037037,0.252981,0.467776,0.427451,0.2987,0.354173,0.36459,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیره انگور,کیلوگرم (1000 گرم),1,مربا و عسل,,false,3040,1,13,750,,700,,,,,,,,,,,,,,,,3.04,0.253228,0.468233,0.427868,0.298992,0.354519,0.364946,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیره انگور,گرم,100,مربا و عسل,,true,271.33,0.13,1.23,50.67,0.2,50.67,,,,,,,,,,,,,,,,2.7133,0.226014,0.417913,0.381886,0.26686,0.31642,0.325726,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیره توت,قاشق غذاخوری,1,مربا و عسل,,false,40.35,0.36,1.35,9.2,1.59,,,,,,,,,,,,,,,,,2.69,0.224073,0.414324,0.378607,0.264568,0.313703,0.322929,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیره توت,لیوان,1,مربا و عسل,,false,659.05,5.88,22.05,150.19,25.97,,,,,,,,,,,,,,,,,2.746042,0.228741,0.422956,0.386494,0.27008,0.320238,0.329657,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیره توت,گرم,100,مربا و عسل,,true,269.5,2.45,5.25,61.15,10.8,51,,,,,,,,,,,,,,,,2.695,0.22449,0.415094,0.37931,0.26506,0.314286,0.323529,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیره خرما,قاشق غذاخوری,1,مربا و عسل,,false,50,0.02,0.08,3,0.04,,,,,,,,,,,,,,,,,3.333333,0.277662,0.513413,0.469153,0.327842,0.388727,0.40016,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیره خرما,لیوان,1,مربا و عسل,,false,632.5,0.25,1.01,37.95,0.51,,,,,,,,,,,,,,,,,2.635417,0.219527,0.405917,0.370924,0.2592,0.307337,0.316377,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیره خرما,گرم,100,مربا و عسل,,true,260,0.05,0.95,40,0.35,40,,,,,,,,,,,,,,,,2.6,0.216576,0.400462,0.365939,0.255717,0.303207,0.312125,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیره نیشکر,گرم,100,مربا و عسل,,true,269,0,0,73,0,,,,,,,,,,,,,,,,,2.69,0.224073,0.414324,0.378607,0.264568,0.313703,0.322929,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرین تره,قاشق غذاخوری,1,سبزیجات,,false,11.5,0.45,1.05,1.08,0.48,,,,,,,,,,,,,,,,,0.766667,0.063862,0.118085,0.107905,0.075404,0.089407,0.092037,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرین تره,ملاقه,1,سبزیجات,,false,69,2.7,6.3,6.45,2.85,,,,,,,,,,,,,,,,,2.3,0.191587,0.354255,0.323716,0.226211,0.268222,0.27611,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرین تره,گرم,100,سبزیجات,,true,70.5,4.6,4.4,4.2,1.8,1,,,,,,,,,,,,,,,,0.705,0.058726,0.108587,0.099226,0.069339,0.082216,0.084634,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرین پلو,قاشق غذاخوری,1,غذاهای ایرانی,180120,false,43.6,1.22,3.08,4.94,0.22,,18.5184,1.7727,0.0577,2.5085,15.8105,9.227,,,,10.2644,0.0059,0.1801,0.0716,0.1536,,2.906667,0.242121,0.447696,0.409102,0.285878,0.33897,0.34894,merged,FoodID:180120|شیرین پلو,1,verified,
شیرین پلو,کفگیر,1,غذاهای ایرانی,180120,false,218,6.1,15.4,24.7,1.1,,61.728,5.9091,0.1922,8.3618,52.7016,30.7566,,,,34.2147,0.0196,0.6003,0.2386,0.512,,4.36,0.363182,0.671544,0.613652,0.428817,0.508455,0.523409,merged,FoodID:180120|شیرین پلو,1,verified,
شیرین پلو,گرم,100,غذاهای ایرانی,180120,true,218,6.1,15.4,24.7,1.1,,123.4559,11.8183,0.3844,16.7236,105.4031,61.5131,,,,68.4294,0.0392,1.2005,0.4773,1.024,,2.18,0.181591,0.335772,0.306826,0.214409,0.254227,0.261705,merged,FoodID:180120|شیرین پلو,1,verified,
شیرین پلو با مرغ,گرم,100,غذاهای ایرانی,180120,true,240,9.6,11,27,0.8,4,123.4559,11.8183,0.3844,16.7236,105.4031,61.5131,,,,68.4294,0.0392,1.2005,0.4773,1.024,,2.4,0.199917,0.369657,0.33779,0.236046,0.279883,0.288115,merged,FoodID:180120|شیرین پلو,0.9,verified,
شیرین گندمک,گرم,100,غلات و حبوبات,,true,350,2.3,7,75.4,10,,,,,,,,,,,,,,,,,3.5,0.291545,0.539084,0.492611,0.344234,0.408163,0.420168,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرین گندمک بسته بندی,بسته,1,غلات و حبوبات,,false,124.8,0.69,2.1,27.51,3,,,,,,,,,,,,,,,,,4.16,0.346522,0.640739,0.585503,0.409147,0.485131,0.4994,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرین گندمک بسته بندی,گرم,100,غلات و حبوبات,,true,416,2.3,7,91.7,10,,,,,,,,,,,,,,,,,4.16,0.346522,0.640739,0.585503,0.409147,0.485131,0.4994,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی آلمانی / مربایی,عدد,1,مربا و عسل,,false,60.72,0.84,0.65,12,0.17,,,,,,,,,,,,,,,,,1.2144,0.101158,0.187047,0.170922,0.119439,0.141621,0.145786,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی آلمانی / مربایی,گرم,100,مربا و عسل,,true,253,3.5,2.7,50,0.7,,,,,,,,,,,,,,,,,2.53,0.210746,0.38968,0.356087,0.248832,0.295044,0.303721,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی برشتوک,عدد,1,شیرینی و دسر,,false,101.5,0,1.58,21.88,0.78,,,,,,,,,,,,,,,,,2.03,0.169096,0.312668,0.285714,0.199656,0.236735,0.243697,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی برشتوک,عدد کوچک,1,شیرینی و دسر,,false,60.9,0,0.95,13.13,0.47,,,,,,,,,,,,,,,,,1.218,0.101458,0.187601,0.171429,0.119793,0.142041,0.146218,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی برشتوک,گرم,100,شیرینی و دسر,,true,406,0,6.3,87.5,3.1,,,,,,,,,,,,,,,,,4.06,0.338192,0.625337,0.571429,0.399312,0.473469,0.487395,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی بهشتی / کرکی,عدد,1,شیرینی و دسر,,false,103.18,4.91,1.28,13.62,0.33,,,,,,,,,,,,,,,,,2.0636,0.171895,0.317844,0.290443,0.20296,0.240653,0.247731,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی بهشتی / کرکی,گرم,100,شیرینی و دسر,,true,469,22.3,5.8,61.9,1.5,,,,,,,,,,,,,,,,,4.69,0.390671,0.722372,0.660099,0.461274,0.546939,0.563025,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی تر,گرم,100,شیرینی و دسر,,true,349.5,14.5,5.5,52,1.25,42,,,,,,,,,,,,,,,,3.495,0.291129,0.538313,0.491907,0.343742,0.40758,0.419568,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی حاجی بادام,گرم,100,شیرینی و دسر,,true,500,25,12,56,0,26,,,,,,,,,,,,,,,,5,0.416493,0.770119,0.70373,0.491763,0.58309,0.60024,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی خشک,عدد متوسط,1,شیرینی و دسر,,false,279,12,3,32.5,0.75,,,,,,,,,,,,,,,,,5.58,0.464806,0.859453,0.785362,0.548807,0.650729,0.669868,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی خشک,عدد کوچک,1,شیرینی و دسر,,false,167.4,7.2,1.8,19.5,0.45,,,,,,,,,,,,,,,,,3.348,0.278884,0.515672,0.471217,0.329284,0.390437,0.401921,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی خشک,گرم,100,شیرینی و دسر,,true,558,31,6.5,55.5,1.5,0.8,,,,,,,,,,,,,,,,5.58,0.464806,0.859453,0.785362,0.548807,0.650729,0.669868,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی دانمارکی,عدد,1,شیرینی و دسر,,false,129.5,4.45,2.17,20.34,0.42,,,,,,,,,,,,,,,,,2.59,0.215743,0.398922,0.364532,0.254733,0.302041,0.310924,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی دانمارکی,گرم,100,شیرینی و دسر,,true,370,12.7,6.2,58.1,1.2,,,,,,,,,,,,,,,,,3.7,0.308205,0.569888,0.52076,0.363905,0.431487,0.444178,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی دانمارکی دارچینی,گرم,100,شیرینی و دسر,,true,397,19,5,53,1.2,27,,,,,,,,,,,,,,,,3.97,0.330696,0.611475,0.558761,0.39046,0.462974,0.476591,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی دانمارکی پنیری,گرم,100,شیرینی و دسر,,true,374,22,8,37,1,7,,,,,,,,,,,,,,,,3.74,0.311537,0.576049,0.52639,0.367839,0.436152,0.44898,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی رشته خوشکار,عدد,1,شیرینی و دسر,,false,96,3.45,1.8,15.54,0.54,,,,,,,,,,,,,,,,,1.92,0.159933,0.295726,0.270232,0.188837,0.223907,0.230492,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی رشته خوشکار,گرم,100,شیرینی و دسر,,true,320,11.5,6,51.8,1.8,,,,,,,,,,,,,,,,,3.2,0.266556,0.492876,0.450387,0.314728,0.373178,0.384154,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی روح افزا,عدد,1,شیرینی و دسر,,false,108.75,5.5,3,15,1.13,,,,,,,,,,,,,,,,,2.175,0.181175,0.335002,0.306122,0.213917,0.253644,0.261104,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی روح افزا,گرم,100,شیرینی و دسر,,true,435,22,12,60,4.5,,,,,,,,,,,,,,,,,4.35,0.362349,0.670004,0.612245,0.427834,0.507289,0.522209,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی رولت,برش (35 گرم),1,شیرینی و دسر,,false,115.85,3.5,2.1,19.25,,11.2,,,,,,,,,,,,,,,,3.31,0.275718,0.509819,0.465869,0.325547,0.386006,0.397359,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی رولت,بشقاب (140 گرم),1,شیرینی و دسر,,false,463.4,14,8.4,77,,44.8,,,,,,,,,,,,,,,,3.31,0.275718,0.509819,0.465869,0.325547,0.386006,0.397359,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی رولت,شانه عسل (350 گرم),1,شیرینی و دسر,,false,1158.5,35,21,192.5,,112,,,,,,,,,,,,,,,,3.31,0.275718,0.509819,0.465869,0.325547,0.386006,0.397359,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی رولت,عدد,1,شیرینی و دسر,,false,96.9,4.2,2.25,13.2,0.45,,,,,,,,,,,,,,,,,1.938,0.161433,0.298498,0.272766,0.190607,0.226006,0.232653,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی رولت,عدد (35 گرم),1,شیرینی و دسر,,false,115.85,3.5,2.1,19.25,,11.2,,,,,,,,,,,,,,,,3.31,0.275718,0.509819,0.465869,0.325547,0.386006,0.397359,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی رولت,گرم,100,شیرینی و دسر,,true,343.33,13,5.67,53,1.25,37,,,,,,,,,,,,,,,,3.4333,0.285989,0.52881,0.483223,0.337674,0.400385,0.412161,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی ریس / اریس,عدد,1,شیرینی و دسر,,false,35.42,0.07,0.38,7,0.1,,,,,,,,,,,,,,,,,0.7084,0.059009,0.109111,0.099704,0.069673,0.082612,0.085042,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی ریس / اریس,گرم,100,شیرینی و دسر,,true,253,0.5,2.7,50,0.7,,,,,,,,,,,,,,,,,2.53,0.210746,0.38968,0.356087,0.248832,0.295044,0.303721,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی زبان,عدد,1,شیرینی و دسر,,false,152.4,9.48,1.92,15.21,0.36,,,,,,,,,,,,,,,,,3.048,0.253894,0.469465,0.428994,0.299779,0.355452,0.365906,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی زبان,گرم,100,شیرینی و دسر,,true,535,35.8,6.2,47.85,1.35,28,,,,,,,,,,,,,,,,5.35,0.445648,0.824028,0.752991,0.526186,0.623907,0.642257,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی سوهان,تکه,1,شیرینی و دسر,,false,75,4.8,0.77,7.65,0,,,,,,,,,,,,,,,,,2.5,0.208247,0.38506,0.351865,0.245881,0.291545,0.30012,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی سوهان,عدد,1,شیرینی و دسر,,false,100,6.4,1.02,10.2,0,,,,,,,,,,,,,,,,,2,0.166597,0.308048,0.281492,0.196705,0.233236,0.240096,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی سوهان,گرم,100,شیرینی و دسر,,true,500,32,5.1,51,0,,,,,,,,,,,,,,,,,5,0.416493,0.770119,0.70373,0.491763,0.58309,0.60024,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی قرابیه,عدد,1,شیرینی و دسر,,false,157.5,5.46,1.82,21.25,0.42,,,,,,,,,,,,,,,,,3.15,0.262391,0.485175,0.44335,0.309811,0.367347,0.378151,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی قرابیه,گرم,100,شیرینی و دسر,,true,450,15.6,5.2,60.7,1.2,,,,,,,,,,,,,,,,,4.5,0.374844,0.693107,0.633357,0.442587,0.524781,0.540216,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی قطاب,عدد,1,شیرینی و دسر,,false,87.5,3.5,1.75,12.6,0.38,,,,,,,,,,,,,,,,,1.75,0.145773,0.269542,0.246305,0.172117,0.204082,0.210084,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی قطاب,گرم,100,شیرینی و دسر,,true,350,14,7,50.4,1.5,,,,,,,,,,,,,,,,,3.5,0.291545,0.539084,0.492611,0.344234,0.408163,0.420168,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی لطیفه,عدد,1,شیرینی و دسر,,false,71.1,5.7,1.35,3.75,0,,,,,,,,,,,,,,,,,1.422,0.118451,0.219022,0.200141,0.139857,0.165831,0.170708,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی لطیفه,گرم,100,شیرینی و دسر,,true,237,19,4.5,12.5,0,,,,,,,,,,,,,,,,,2.37,0.197418,0.365037,0.333568,0.233096,0.276385,0.284514,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی مسقطی,عدد,1,شیرینی و دسر,,false,52.5,1.75,0,7,0.35,,,,,,,,,,,,,,,,,1.05,0.087464,0.161725,0.147783,0.10327,0.122449,0.12605,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی مسقطی,گرم,100,شیرینی و دسر,,true,150,5,0,20,1,,,,,,,,,,,,,,,,,1.5,0.124948,0.231036,0.211119,0.147529,0.174927,0.180072,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی میکادو,عدد,1,شیرینی و دسر,,false,56,3.41,0,0,0,0,,,,,,,,,,,,,,,,1.12,0.093294,0.172507,0.157635,0.110155,0.130612,0.134454,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی میکادو,گرم,100,شیرینی و دسر,,true,350,21.3,0,0,0,0,,,,,,,,,,,,,,,,3.5,0.291545,0.539084,0.492611,0.344234,0.408163,0.420168,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی نارگیلی,عدد,1,شیرینی و دسر,,false,141.25,9.5,5.5,8.5,0.25,,,,,,,,,,,,,,,,,2.825,0.235319,0.435117,0.397607,0.277846,0.329446,0.339136,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی نارگیلی,گرم,100,شیرینی و دسر,,true,565,38,22,34,1,24,,,,,,,,,,,,,,,,5.65,0.470637,0.870235,0.795215,0.555692,0.658892,0.678271,gymshow,gymshow_foods_nutrition7000.csv,,verified,
شیرینی نان خامه ای,بشقاب (140 گرم),1,شیرینی و دسر,120490,false,432.6,26.6,8.4,40.6,2.2121,18.2,371,49,1.24,14,95.2,99.4,,,,54.096,,,0.63,0,,3.09,0.257393,0.475934,0.434905,0.30391,0.36035,0.370948,merged,FoodID:120490|شیرینی خامه‌ای Cream puff,0.9,verified,
